case,activity,timestamp
Case 19961,WP Lead,2011/04/07 11:00:34.000
Case 3718,M_P,2011/04/07 11:00:35.000
Case 8563,M_P,2011/04/07 11:00:36.000
Case 21343,M_P,2011/04/07 11:00:38.000
Case 21578,WP Lead,2011/04/07 11:00:38.000
Case 10098,M_P,2011/04/07 11:00:39.000
Case 9737,M_P,2011/04/07 11:00:48.000
Case 11079,M_P,2011/04/07 11:00:49.000
Case 7047,M_P,2011/04/07 11:00:52.000
Case 11917,M_P,2011/04/07 11:00:58.000
Case 14308,M_P,2011/04/07 12:00:01.000
Case 10509,M_P,2011/04/07 12:00:04.000
Case 13228,M_P,2011/04/07 12:00:07.000
Case 2143,M_P,2011/04/07 12:00:08.000
Case 18337,WP Lead,2011/04/07 12:00:09.000
Case 8164,WP Lead,2011/04/07 12:00:10.000
Case 16294,WP Lead,2011/04/07 12:00:10.000
Case 17212,WP Lead,2011/04/07 12:00:10.000
Case 20097,WP Lead,2011/04/07 12:00:10.000
Case 1205,WP Lead,2011/04/07 12:00:11.000
Case 2143,Stress,2011/04/07 12:00:45.000
Case 10509,Stress,2011/04/07 12:00:45.000
Case 13228,Stress,2011/04/07 12:00:45.000
Case 7047,Stress,2011/04/07 12:00:46.000
Case 11917,Stress,2011/04/07 12:00:46.000
Case 14308,Stress,2011/04/07 12:00:46.000
Case 9737,Stress,2011/04/07 12:00:47.000
Case 10098,Stress,2011/04/07 12:00:47.000
Case 11079,Stress,2011/04/07 12:00:47.000
Case 21343,Stress,2011/04/07 12:00:47.000
Case 3718,Stress,2011/04/07 12:00:48.000
Case 8563,Stress,2011/04/07 12:00:48.000
Case 24672,Stress,2011/04/07 12:00:48.000
Case 6133,Stress,2011/04/07 12:00:49.000
Case 24772,ME Fabrication Checker,2011/04/07 12:00:58.000
Case 8563,Weight,2011/04/07 13:00:41.000
Case 3718,Weight,2011/04/07 13:00:42.000
Case 9737,Weight,2011/04/07 13:00:44.000
Case 11079,Weight,2011/04/07 13:00:53.000
Case 2143,Weight,2011/04/07 13:00:55.000
Case 13228,Weight,2011/04/07 13:00:55.000
Case 6133,Weight,2011/04/07 13:00:58.000
Case 24672,Weight,2011/04/07 14:00:00.000
Case 21343,Weight,2011/04/07 14:00:01.000
Case 10098,Weight,2011/04/07 14:00:02.000
Case 7047,Weight,2011/04/07 14:00:03.000
Case 11917,Weight,2011/04/07 14:00:04.000
Case 1405,Stress WP Lead,2011/04/07 14:00:09.000
Case 14554,Stress WP Lead,2011/04/07 14:00:09.000
Case 7505,Stress WP Lead,2011/04/07 14:00:10.000
Case 11806,Stress WP Lead,2011/04/07 14:00:10.000
Case 14308,Weight,2011/04/07 14:00:10.000
Case 8710,Stress WP Lead,2011/04/07 14:00:11.000
Case 15139,Stress WP Lead,2011/04/07 14:00:11.000
Case 19477,Stress WP Lead,2011/04/07 14:00:11.000
Case 10509,Weight,2011/04/07 14:00:12.000
Case 14278,Stress WP Lead,2011/04/07 14:00:24.000
Case 8525,Stress WP Lead,2011/04/07 14:00:25.000
Case 12376,Process Creation,2011/04/07 14:00:26.000
Case 12376,EngSupplierDesign Lead,2011/04/07 14:00:29.000
Case 21036,Process Creation,2011/04/07 14:00:40.000
Case 21036,EngSupplierDesign Lead,2011/04/07 14:00:58.000
Case 18297,Process Creation,2011/04/07 15:00:01.000
Case 17202,Process Creation,2011/04/07 15:00:05.000
Case 17202,EngSupplierDesign Lead,2011/04/07 15:00:06.000
Case 16321,Process Creation,2011/04/07 15:00:07.000
Case 16321,EngSupplierDesign Lead,2011/04/07 15:00:08.000
Case 77,Process Creation,2011/04/07 15:00:10.000
Case 9772,Process Creation,2011/04/07 15:00:14.000
Case 9772,EngSupplierDesign Lead,2011/04/07 15:00:18.000
Case 13958,ME Fabrication Checker,2011/04/07 15:00:18.000
Case 20874,ME Fabrication Checker,2011/04/07 15:00:22.000
Case 24006,ME Fabrication Checker,2011/04/07 15:00:22.000
Case 1793,ME Fabrication Checker,2011/04/07 15:00:23.000
Case 1793,Design Lead,2011/04/07 15:00:26.000
Case 7047,ME Fabrication Checker,2011/04/07 15:00:27.000
Case 21036,Stress WP Lead,2011/04/07 15:00:27.000
Case 6133,ME Fabrication Checker,2011/04/07 15:00:28.000
Case 9772,Stress WP Lead,2011/04/07 15:00:28.000
Case 17202,Stress WP Lead,2011/04/07 15:00:28.000
Case 24672,ME Fabrication Checker,2011/04/07 15:00:28.000
Case 2143,ME Fabrication Checker,2011/04/07 15:00:29.000
Case 13228,ME Fabrication Checker,2011/04/07 15:00:29.000
Case 14308,ME Fabrication Checker,2011/04/07 15:00:29.000
Case 5713,Process Creation,2011/04/07 15:00:30.000
Case 8030,Process Creation,2011/04/07 15:00:30.000
Case 10509,ME Fabrication Checker,2011/04/07 15:00:30.000
Case 11917,ME Fabrication Checker,2011/04/07 15:00:30.000
Case 3718,ME Fabrication Checker,2011/04/07 15:00:31.000
Case 8030,EngSupplierDesign Lead,2011/04/07 15:00:31.000
Case 8563,ME Fabrication Checker,2011/04/07 15:00:31.000
Case 9737,ME Fabrication Checker,2011/04/07 15:00:31.000
Case 11079,ME Fabrication Checker,2011/04/07 15:00:31.000
Case 10098,ME Fabrication Checker,2011/04/07 15:00:32.000
Case 18297,EngSupplierDesign Lead,2011/04/07 15:00:32.000
Case 21343,ME Fabrication Checker,2011/04/07 15:00:32.000
Case 77,EngSupplierDesign Lead,2011/04/07 15:00:33.000
Case 9772,WP Lead,2011/04/07 15:00:38.000
Case 17202,WP Lead,2011/04/07 15:00:38.000
Case 8525,WP Lead,2011/04/07 15:00:39.000
Case 14278,WP Lead,2011/04/07 15:00:40.000
Case 21343,Design Lead,2011/04/07 15:00:40.000
Case 10098,Design Lead,2011/04/07 15:00:41.000
Case 8563,Design Lead,2011/04/07 15:00:42.000
Case 7047,Design Lead,2011/04/07 15:00:43.000
Case 6133,Design Lead,2011/04/07 15:00:44.000
Case 3718,Design Lead,2011/04/07 15:00:46.000
Case 9737,Design Lead,2011/04/07 15:00:47.000
Case 11079,Design Lead,2011/04/07 15:00:48.000
Case 11917,Design Lead,2011/04/07 15:00:49.000
Case 10509,Design Lead,2011/04/07 15:00:50.000
Case 14308,Design Lead,2011/04/07 15:00:51.000
Case 2143,Design Lead,2011/04/07 15:00:52.000
Case 13228,Design Lead,2011/04/07 15:00:53.000
Case 24672,Design Lead,2011/04/07 15:00:54.000
Case 24006,Design Lead,2011/04/07 15:00:58.000
Case 20874,Design Lead,2011/04/07 16:00:01.000
Case 3460,Process Creation,2011/04/07 16:00:07.000
Case 6323,Process Creation,2011/04/07 16:00:07.000
Case 6323,EngSupplierDesign Lead,2011/04/07 16:00:08.000
Case 29,Process Creation,2011/04/07 16:00:15.000
Case 18931,Process Creation,2011/04/07 16:00:25.000
Case 30,Process Creation,2011/04/07 16:00:26.000
Case 5138,Process Creation,2011/04/07 16:00:28.000
Case 8525,CRA,2011/04/07 16:00:30.000
Case 9772,CRA,2011/04/07 16:00:31.000
Case 14278,CRA,2011/04/07 16:00:31.000
Case 17202,CRA,2011/04/07 16:00:31.000
Case 8525,ME Assembly Checker,2011/04/07 16:00:33.000
Case 9772,ME Assembly Checker,2011/04/07 16:00:34.000
Case 14278,ME Assembly Checker,2011/04/07 16:00:34.000
Case 17202,ME Assembly Checker,2011/04/07 16:00:34.000
Case 8975,Process Creation,2011/04/07 16:00:38.000
Case 17202,M_P,2011/04/07 16:00:45.000
Case 3209,Process Creation,2011/04/07 16:00:46.000
Case 8525,M_P,2011/04/07 16:00:47.000
Case 14278,M_P,2011/04/07 16:00:48.000
Case 3209,EngSupplierDesign Lead,2011/04/07 16:00:50.000
Case 9772,M_P,2011/04/07 16:00:51.000
Case 18931,EngSupplierDesign Lead,2011/04/07 16:00:51.000
Case 3460,EngSupplierDesign Lead,2011/04/07 16:00:52.000
Case 3209,Stress WP Lead,2011/04/07 16:00:53.000
Case 3460,Stress WP Lead,2011/04/07 16:00:54.000
Case 18931,Stress WP Lead,2011/04/07 16:00:54.000
Case 13120,Process Creation,2011/04/07 17:00:02.000
Case 13120,EngSupplierDesign Lead,2011/04/07 17:00:03.000
Case 8525,ME Fabrication Checker,2011/04/07 17:00:07.000
Case 14278,ME Fabrication Checker,2011/04/07 17:00:07.000
Case 17202,ME Fabrication Checker,2011/04/07 17:00:07.000
Case 9772,ME Fabrication Checker,2011/04/07 17:00:08.000
Case 1479,Process Creation,2011/04/07 17:00:11.000
Case 1093,Process Creation,2011/04/07 17:00:12.000
Case 1479,EngSupplierDesign Lead,2011/04/07 17:00:12.000
Case 1093,EngSupplierDesign Lead,2011/04/07 17:00:13.000
Case 5713,EngSupplierDesign Lead,2011/04/07 17:00:15.000
Case 4401,Process Creation,2011/04/07 17:00:23.000
Case 4401,EngSupplierDesign Lead,2011/04/07 17:00:23.000
Case 31,Process Creation,2011/04/07 17:00:26.000
Case 9772,Weight,2011/04/07 17:00:29.000
Case 5139,Process Creation,2011/04/07 17:00:30.000
Case 14278,Weight,2011/04/07 17:00:30.000
Case 8525,Weight,2011/04/07 17:00:31.000
Case 18554,Process Creation,2011/04/07 17:00:31.000
Case 17202,Weight,2011/04/07 17:00:32.000
Case 18554,EngSupplierDesign Lead,2011/04/07 17:00:32.000
Case 32,Process Creation,2011/04/07 17:00:37.000
Case 5140,Process Creation,2011/04/07 17:00:38.000
Case 8976,Process Creation,2011/04/07 17:00:39.000
Case 2396,Process Creation,2011/04/07 17:00:47.000
Case 2396,EngSupplierDesign Lead,2011/04/07 17:00:47.000
Case 1741,Process Creation,2011/04/07 17:00:52.000
Case 1741,EngSupplierDesign Lead,2011/04/07 17:00:57.000
Case 8976,EngSupplierDesign Lead,2011/04/07 17:00:57.000
Case 17202,Stress,2011/04/08 10:00:10.000
Case 8525,Stress,2011/04/08 10:00:11.000
Case 9772,Stress,2011/04/08 10:00:11.000
Case 14278,Stress,2011/04/08 10:00:11.000
Case 21036,WP Lead,2011/04/08 10:00:25.000
Case 6407,Process Creation,2011/04/08 10:00:55.000
Case 6407,EngSupplierDesign Lead,2011/04/08 10:00:57.000
Case 14123,WP Lead,2011/04/08 11:00:11.000
Case 13987,Stress WP Lead,2011/04/08 11:00:13.000
Case 16091,Stress WP Lead,2011/04/08 11:00:13.000
Case 4515,WP Lead,2011/04/08 11:00:50.000
Case 8541,WP Lead,2011/04/08 11:00:50.000
Case 4930,Process Creation,2011/04/08 11:00:57.000
Case 4930,EngSupplierDesign Lead,2011/04/08 11:00:59.000
Case 17385,Process Creation,2011/04/08 12:00:00.000
Case 17385,EngSupplierDesign Lead,2011/04/08 12:00:02.000
Case 19746,Process Creation,2011/04/08 12:00:03.000
Case 19746,EngSupplierDesign Lead,2011/04/08 12:00:04.000
Case 1205,CRA,2011/04/08 12:00:16.000
Case 7506,Process Creation,2011/04/08 12:00:16.000
Case 8164,CRA,2011/04/08 12:00:16.000
Case 16294,CRA,2011/04/08 12:00:16.000
Case 17212,CRA,2011/04/08 12:00:16.000
Case 20097,CRA,2011/04/08 12:00:16.000
Case 1847,CRA,2011/04/08 12:00:17.000
Case 4049,CRA,2011/04/08 12:00:17.000
Case 4536,CRA,2011/04/08 12:00:17.000
Case 7506,EngSupplierDesign Lead,2011/04/08 12:00:17.000
Case 11709,CRA,2011/04/08 12:00:18.000
Case 18091,CRA,2011/04/08 12:00:18.000
Case 18337,CRA,2011/04/08 12:00:18.000
Case 19961,CRA,2011/04/08 12:00:18.000
Case 21036,CRA,2011/04/08 12:00:18.000
Case 21578,CRA,2011/04/08 12:00:18.000
Case 1405,CRA,2011/04/08 12:00:19.000
Case 14554,CRA,2011/04/08 12:00:19.000
Case 1093,Stress WP Lead,2011/04/08 12:00:22.000
Case 5713,Stress WP Lead,2011/04/08 12:00:22.000
Case 9772,Design Lead,2011/04/08 12:00:22.000
Case 1741,Stress WP Lead,2011/04/08 12:00:23.000
Case 8976,Stress WP Lead,2011/04/08 12:00:23.000
Case 14278,Design Lead,2011/04/08 12:00:23.000
Case 8525,Design Lead,2011/04/08 12:00:24.000
Case 17202,Design Lead,2011/04/08 12:00:25.000
Case 10339,WP Lead,2011/04/08 12:00:53.000
Case 12478,WP Lead,2011/04/08 12:00:54.000
Case 15140,Process Creation,2011/04/08 12:00:56.000
Case 13958,Stress,2011/04/08 12:00:57.000
Case 15140,EngSupplierDesign Lead,2011/04/08 12:00:57.000
Case 24772,Stress,2011/04/08 12:00:58.000
Case 3460,WP Lead,2011/04/08 13:00:06.000
Case 18931,WP Lead,2011/04/08 13:00:06.000
Case 7506,WP Lead,2011/04/08 14:00:24.000
Case 15140,WP Lead,2011/04/08 14:00:24.000
Case 5713,WP Lead,2011/04/08 14:00:32.000
Case 23884,Process Creation,2011/04/08 14:00:35.000
Case 23884,EngSupplierDesign Lead,2011/04/08 14:00:36.000
Case 1093,WP Lead,2011/04/08 14:00:41.000
Case 3209,WP Lead,2011/04/08 14:00:41.000
Case 8976,WP Lead,2011/04/08 14:00:41.000
Case 22431,Process Creation,2011/04/08 14:00:45.000
Case 1741,WP Lead,2011/04/08 14:00:46.000
Case 2293,Process Creation,2011/04/08 14:00:46.000
Case 22431,EngSupplierDesign Lead,2011/04/08 14:00:47.000
Case 22460,WP Lead,2011/04/08 14:00:47.000
Case 2293,EngSupplierDesign Lead,2011/04/08 14:00:48.000
Case 7901,Process Creation,2011/04/08 14:00:52.000
Case 7901,EngSupplierDesign Lead,2011/04/08 14:00:53.000
Case 11275,Process Creation,2011/04/08 15:00:01.000
Case 11275,EngSupplierDesign Lead,2011/04/08 15:00:02.000
Case 14124,Process Creation,2011/04/08 15:00:23.000
Case 14124,EngSupplierDesign Lead,2011/04/08 15:00:24.000
Case 33,Process Creation,2011/04/08 15:00:33.000
Case 5141,Process Creation,2011/04/08 15:00:34.000
Case 3626,Process Creation,2011/04/08 15:00:35.000
Case 20609,Process Creation,2011/04/08 15:00:37.000
Case 33,EngSupplierDesign Lead,2011/04/08 15:00:38.000
Case 16707,Process Creation,2011/04/08 15:00:38.000
Case 3626,EngSupplierDesign Lead,2011/04/08 15:00:39.000
Case 5141,EngSupplierDesign Lead,2011/04/08 15:00:39.000
Case 20609,EngSupplierDesign Lead,2011/04/08 15:00:39.000
Case 16707,EngSupplierDesign Lead,2011/04/08 15:00:40.000
Case 6408,Process Creation,2011/04/08 15:00:41.000
Case 6408,EngSupplierDesign Lead,2011/04/08 15:00:41.000
Case 6408,WP Lead,2011/04/08 15:00:43.000
Case 6408,Stress WP Lead,2011/04/08 15:00:45.000
Case 7506,Stress WP Lead,2011/04/08 15:00:45.000
Case 15140,Stress WP Lead,2011/04/08 15:00:45.000
Case 6324,Process Creation,2011/04/08 15:00:52.000
Case 6324,EngSupplierDesign Lead,2011/04/08 15:00:52.000
Case 4515,CRA,2011/04/08 15:00:57.000
Case 8541,CRA,2011/04/08 15:00:57.000
Case 10339,CRA,2011/04/08 15:00:57.000
Case 12478,CRA,2011/04/08 15:00:57.000
Case 1093,CRA,2011/04/08 15:00:58.000
Case 13987,CRA,2011/04/08 15:00:58.000
Case 16091,CRA,2011/04/08 15:00:58.000
Case 16091,ME Assembly Checker,2011/04/08 16:00:02.000
Case 1093,ME Assembly Checker,2011/04/08 16:00:06.000
Case 1093,Stress,2011/04/08 16:00:12.000
Case 1093,Weight,2011/04/08 16:00:13.000
Case 13121,Process Creation,2011/04/08 16:00:24.000
Case 13121,EngSupplierDesign Lead,2011/04/08 16:00:25.000
Case 1480,Process Creation,2011/04/08 16:00:27.000
Case 1480,EngSupplierDesign Lead,2011/04/08 16:00:28.000
Case 1406,Process Creation,2011/04/08 16:00:30.000
Case 14555,Process Creation,2011/04/08 16:00:32.000
Case 1406,EngSupplierDesign Lead,2011/04/08 16:00:33.000
Case 14555,EngSupplierDesign Lead,2011/04/08 16:00:33.000
Case 24772,Design Lead,2011/04/08 16:00:33.000
Case 1406,WP Lead,2011/04/08 16:00:34.000
Case 14555,WP Lead,2011/04/08 16:00:34.000
Case 4402,Process Creation,2011/04/08 16:00:35.000
Case 4402,EngSupplierDesign Lead,2011/04/08 16:00:35.000
Case 1406,Stress WP Lead,2011/04/08 16:00:36.000
Case 14555,Stress WP Lead,2011/04/08 16:00:36.000
Case 18555,Process Creation,2011/04/08 16:00:39.000
Case 18555,EngSupplierDesign Lead,2011/04/08 16:00:40.000
Case 2397,Process Creation,2011/04/08 16:00:46.000
Case 2397,EngSupplierDesign Lead,2011/04/08 16:00:47.000
Case 17386,Process Creation,2011/04/08 16:00:52.000
Case 17386,EngSupplierDesign Lead,2011/04/08 16:00:52.000
Case 19747,Process Creation,2011/04/08 16:00:56.000
Case 19747,EngSupplierDesign Lead,2011/04/08 16:00:57.000
Case 13958,Design Lead,2011/04/08 17:00:17.000
Case 33,Stress WP Lead,2011/04/08 17:00:33.000
Case 5141,Stress WP Lead,2011/04/08 17:00:33.000
Case 3626,Stress WP Lead,2011/04/08 18:00:02.000
Case 16707,Stress WP Lead,2011/04/08 18:00:02.000
Case 20609,Stress WP Lead,2011/04/08 18:00:02.000
Case 1407,Process Creation,2011/04/08 19:00:50.000
Case 1407,EngSupplierDesign Lead,2011/04/08 19:00:50.000
Case 1407,WP Lead,2011/04/08 19:00:52.000
Case 1407,Stress WP Lead,2011/04/08 19:00:52.000
Case 9200,Process Creation,2011/04/11 09:00:07.000
Case 6741,Process Creation,2011/04/11 09:00:11.000
Case 24809,Process Creation,2011/04/11 09:00:17.000
Case 24809,EngSupplierDesign Lead,2011/04/11 09:00:19.000
Case 6741,EngSupplierDesign Lead,2011/04/11 09:00:20.000
Case 9200,EngSupplierDesign Lead,2011/04/11 09:00:20.000
Case 16091,ME Fabrication Checker,2011/04/11 09:00:21.000
Case 6741,WP Lead,2011/04/11 09:00:22.000
Case 9200,WP Lead,2011/04/11 09:00:22.000
Case 24809,WP Lead,2011/04/11 09:00:23.000
Case 1093,ME Fabrication Checker,2011/04/11 09:00:36.000
Case 1093,M_P,2011/04/11 10:00:29.000
Case 16091,M_P,2011/04/11 10:00:38.000
Case 1408,Process Creation,2011/04/11 10:00:53.000
Case 1408,EngSupplierDesign Lead,2011/04/11 10:00:53.000
Case 13988,Process Creation,2011/04/11 10:00:53.000
Case 13988,EngSupplierDesign Lead,2011/04/11 10:00:53.000
Case 1408,WP Lead,2011/04/11 10:00:55.000
Case 1408,Stress WP Lead,2011/04/11 10:00:56.000
Case 16796,Process Creation,2011/04/11 11:00:12.000
Case 1093,Design Lead,2011/04/11 11:00:32.000
Case 13505,Process Creation,2011/04/11 12:00:43.000
Case 24809,Stress WP Lead,2011/04/11 14:00:36.000
Case 6741,Stress WP Lead,2011/04/11 14:00:37.000
Case 9200,Stress WP Lead,2011/04/11 14:00:38.000
Case 13988,WP Lead,2011/04/11 14:00:42.000
Case 13506,Process Creation,2011/04/11 14:00:45.000
Case 13287,Process Creation,2011/04/11 14:00:50.000
Case 20870,Process Creation,2011/04/11 14:00:55.000
Case 13506,EngSupplierDesign Lead,2011/04/11 14:00:57.000
Case 18116,Process Creation,2011/04/11 14:00:57.000
Case 13287,EngSupplierDesign Lead,2011/04/11 14:00:58.000
Case 18116,EngSupplierDesign Lead,2011/04/11 14:00:58.000
Case 20870,EngSupplierDesign Lead,2011/04/11 14:00:58.000
Case 13287,WP Lead,2011/04/11 15:00:14.000
Case 18116,WP Lead,2011/04/11 15:00:14.000
Case 13506,WP Lead,2011/04/11 15:00:15.000
Case 20870,WP Lead,2011/04/11 15:00:15.000
Case 23885,Process Creation,2011/04/11 15:00:49.000
Case 23885,EngSupplierDesign Lead,2011/04/11 15:00:51.000
Case 22432,Process Creation,2011/04/11 15:00:59.000
Case 2294,Process Creation,2011/04/11 16:00:00.000
Case 1408,CRA,2011/04/11 16:00:01.000
Case 6408,CRA,2011/04/11 16:00:01.000
Case 7506,CRA,2011/04/11 16:00:01.000
Case 22432,EngSupplierDesign Lead,2011/04/11 16:00:01.000
Case 2294,EngSupplierDesign Lead,2011/04/11 16:00:02.000
Case 7902,Process Creation,2011/04/11 16:00:07.000
Case 7902,EngSupplierDesign Lead,2011/04/11 16:00:08.000
Case 19158,Process Creation,2011/04/11 16:00:28.000
Case 19158,EngSupplierDesign Lead,2011/04/11 16:00:32.000
Case 19158,WP Lead,2011/04/11 16:00:32.000
Case 7506,M_P,2011/04/11 16:00:34.000
Case 19158,Stress WP Lead,2011/04/11 16:00:34.000
Case 1408,Weight,2011/04/11 16:00:36.000
Case 7506,Weight,2011/04/11 16:00:38.000
Case 11247,Process Creation,2011/04/11 16:00:51.000
Case 19931,Process Creation,2011/04/11 16:00:54.000
Case 6291,Process Creation,2011/04/11 16:00:56.000
Case 33,WP Lead,2011/04/11 16:00:57.000
Case 3626,WP Lead,2011/04/11 16:00:57.000
Case 5141,WP Lead,2011/04/11 16:00:57.000
Case 16707,WP Lead,2011/04/11 16:00:58.000
Case 20609,WP Lead,2011/04/11 16:00:58.000
Case 15441,Process Creation,2011/04/11 16:00:59.000
Case 1408,M_P,2011/04/11 17:00:10.000
Case 18092,Process Creation,2011/04/11 17:00:17.000
Case 18092,EngSupplierDesign Lead,2011/04/11 17:00:21.000
Case 19962,Process Creation,2011/04/11 17:00:35.000
Case 11710,Process Creation,2011/04/11 17:00:50.000
Case 19962,EngSupplierDesign Lead,2011/04/11 17:00:56.000
Case 21037,Process Creation,2011/04/11 17:00:56.000
Case 11710,EngSupplierDesign Lead,2011/04/11 17:00:57.000
Case 21037,EngSupplierDesign Lead,2011/04/11 17:00:57.000
Case 13897,Process Creation,2011/04/11 18:00:01.000
Case 5947,Process Creation,2011/04/11 18:00:11.000
Case 19840,Process Creation,2011/04/11 18:00:13.000
Case 1848,Process Creation,2011/04/11 18:00:14.000
Case 10009,Process Creation,2011/04/11 18:00:25.000
Case 17195,Process Creation,2011/04/11 18:00:26.000
Case 1408,ME Fabrication Checker,2011/04/11 18:00:27.000
Case 4537,Process Creation,2011/04/11 18:00:29.000
Case 1848,EngSupplierDesign Lead,2011/04/11 18:00:31.000
Case 4537,EngSupplierDesign Lead,2011/04/11 18:00:32.000
Case 14862,Process Creation,2011/04/11 18:00:37.000
Case 19053,Process Creation,2011/04/11 18:00:39.000
Case 4931,Process Creation,2011/04/11 18:00:48.000
Case 4931,EngSupplierDesign Lead,2011/04/11 18:00:48.000
Case 17387,Process Creation,2011/04/11 18:00:53.000
Case 17387,EngSupplierDesign Lead,2011/04/11 18:00:54.000
Case 13897,EngSupplierDesign Lead,2011/04/11 18:00:55.000
Case 5947,EngSupplierDesign Lead,2011/04/11 18:00:56.000
Case 19053,EngSupplierDesign Lead,2011/04/11 18:00:56.000
Case 19840,EngSupplierDesign Lead,2011/04/11 18:00:56.000
Case 10009,EngSupplierDesign Lead,2011/04/11 18:00:57.000
Case 14862,EngSupplierDesign Lead,2011/04/11 18:00:57.000
Case 17195,EngSupplierDesign Lead,2011/04/11 18:00:57.000
Case 5947,WP Lead,2011/04/11 18:00:59.000
Case 13897,WP Lead,2011/04/11 18:00:59.000
Case 14862,WP Lead,2011/04/11 18:00:59.000
Case 17195,WP Lead,2011/04/11 18:00:59.000
Case 19053,WP Lead,2011/04/11 18:00:59.000
Case 19748,Process Creation,2011/04/11 18:00:59.000
Case 19840,WP Lead,2011/04/11 18:00:59.000
Case 10009,WP Lead,2011/04/11 19:00:00.000
Case 19748,EngSupplierDesign Lead,2011/04/11 19:00:00.000
Case 11248,Process Creation,2011/04/11 19:00:12.000
Case 22079,Process Creation,2011/04/11 19:00:16.000
Case 19932,Process Creation,2011/04/11 19:00:18.000
Case 5259,Process Creation,2011/04/11 19:00:22.000
Case 6292,Process Creation,2011/04/11 19:00:23.000
Case 9304,Process Creation,2011/04/11 19:00:27.000
Case 15442,Process Creation,2011/04/11 19:00:35.000
Case 16553,Process Creation,2011/04/11 19:00:39.000
Case 15442,EngSupplierDesign Lead,2011/04/11 19:00:42.000
Case 16553,EngSupplierDesign Lead,2011/04/11 19:00:42.000
Case 5259,EngSupplierDesign Lead,2011/04/11 19:00:43.000
Case 6292,EngSupplierDesign Lead,2011/04/11 19:00:43.000
Case 9304,EngSupplierDesign Lead,2011/04/11 19:00:43.000
Case 11248,EngSupplierDesign Lead,2011/04/11 19:00:43.000
Case 19932,EngSupplierDesign Lead,2011/04/11 19:00:43.000
Case 22079,EngSupplierDesign Lead,2011/04/11 19:00:43.000
